	-log10(fdr_BH)	log2(fold_change)	Gene	fold_change
sp|Q9NPH0|PPA6_HUMAN Lysophosphatidic acid phosphatase type 6 OS=Homo sapiens OX=9606 GN=ACP6 PE=1 SV=3	0.06777691361817574	-0.04913225305607172	ACP6	0.9665174915402669
sp|Q9NPH2|INO1_HUMAN Inositol-3-phosphate synthase 1 OS=Homo sapiens OX=9606 GN=ISYNA1 PE=1 SV=1	0.05266427257873837	0.021168851664064015	ISYNA1	1.0147813086761193
sp|Q9NPI1|BRD7_HUMAN Bromodomain-containing protein 7 OS=Homo sapiens OX=9606 GN=BRD7 PE=1 SV=1	0.3828232380448059	0.19220127358082284	BRD7	1.142505629221454
sp|Q9NPI6|DCP1A_HUMAN mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3	0.19618458841417039	-0.11096259738275471	DCP1A	0.9259700284694181
sp|Q9NPJ6|MED4_HUMAN Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens OX=9606 GN=MED4 PE=1 SV=1	0.7331406537353669	-0.25418927847523076	MED4	0.838458173321995
sp|Q9NPL8|TIDC1_HUMAN Complex I assembly factor TIMMDC1, mitochondrial OS=Homo sapiens OX=9606 GN=TIMMDC1 PE=1 SV=2	0.23447666601954817	-0.14869652623455398	TIMMDC1	0.9020651096126892
sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3	0.1741967963625351	0.09992108811867849	RIC8A	1.071714840759075
sp|Q9NQ29|LUC7L_HUMAN Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens OX=9606 GN=LUC7L PE=1 SV=1	0.19848591726005754	-0.10541085487091512	LUC7L	0.9295401877700674
sp|Q9NQ50|RM40_HUMAN 39S ribosomal protein L40, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL40 PE=1 SV=1	0.4279495095477699	0.10008344047644158	MRPL40	1.0718354519879836
sp|Q9NQ55|SSF1_HUMAN Suppressor of SWI4 1 homolog OS=Homo sapiens OX=9606 GN=PPAN PE=2 SV=1	0.004666319172648018	0.003744627895111513	PPAN	1.00259894969732
sp|Q9NQ84|GPC5C_HUMAN G-protein coupled receptor family C group 5 member C OS=Homo sapiens OX=9606 GN=GPRC5C PE=1 SV=2	0.07883772669373065	-0.04403023816854046	GPRC5C	0.9699415806368951
sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2	1.1648879730672719	0.1353533325431313	RTN4	1.0983617822323584
sp|Q9NQG1|MANBL_HUMAN Protein MANBAL OS=Homo sapiens OX=9606 GN=MANBAL PE=1 SV=1	1.007631677009299	-0.23633355164624273	MANBAL	0.8488999577612019
sp|Q9NQG5|RPR1B_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1	0.35369904252734014	-0.1494049501858869	RPRD1B	0.901622266435157
sp|Q9NQH7|XPP3_HUMAN Xaa-Pro aminopeptidase 3 OS=Homo sapiens OX=9606 GN=XPNPEP3 PE=1 SV=1	0.045263004962721516	0.039964852370046766	XPNPEP3	1.0280887795580103
sp|Q9NQP4|PFD4_HUMAN Prefoldin subunit 4 OS=Homo sapiens OX=9606 GN=PFDN4 PE=1 SV=1	0.6009991827808804	-0.27702602846064217	PFDN4	0.8252905188547903
sp|Q9NQR4|NIT2_HUMAN Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1	0.1359698151618007	0.12147447352841904	NIT2	1.087846102843266
sp|Q9NQS7|INCE_HUMAN Inner centromere protein OS=Homo sapiens OX=9606 GN=INCENP PE=1 SV=3	0.01760765968002284	0.01737194010753762	INCENP	1.0121140997581233
sp|Q9NQT5|EXOS3_HUMAN Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3	0.2961419758869029	0.22770249112520724	EXOSC3	1.170968682157682
sp|Q9NQW6|ANLN_HUMAN Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2	0.14504717695666355	0.0800130284751066	ANLN	1.0570275861652818
sp|Q9NQW7|XPP1_HUMAN Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3	0.055445349146358756	-0.05102091690483035	XPNPEP1	0.9652530300554178
sp|Q9NQX3|GEPH_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1	0.4394006237928314	-0.2682283071777771	GPHN	0.8303386122120686
sp|Q9NQX7|ITM2C_HUMAN Integral membrane protein 2C OS=Homo sapiens OX=9606 GN=ITM2C PE=1 SV=1	0.5096520332283102	-0.10656289530702745	ITM2C	0.9287982150005171
sp|Q9NQZ2|SAS10_HUMAN Something about silencing protein 10 OS=Homo sapiens OX=9606 GN=UTP3 PE=1 SV=1	0.019293646184212303	0.026018100623848295	UTP3	1.01819797439987
sp|Q9NQZ5|STAR7_HUMAN StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=STARD7 PE=1 SV=2	0.15637025255377185	0.06359867620724469	STARD7	1.0450693460801823
sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2	0.7185973479957597	0.4042214722379627	BIRC6	1.323374579328437
sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	1.0766694598211621	-0.15972797906219005	PDLIM7	0.8951938443045219
sp|Q9NR28|DBLOH_HUMAN Diablo homolog, mitochondrial OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1	0.7038304272615118	0.23672962268515713	DIABLO	1.178318556936047
sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5	1.4996232233106808	0.09266150645267901	DDX21	1.0663355615936096
sp|Q9NR31|SAR1A_HUMAN GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1	0.051445459630644105	0.01987365802785168	SAR1A	1.0138706876145842
sp|Q9NR33|DPOE4_HUMAN DNA polymerase epsilon subunit 4 OS=Homo sapiens OX=9606 GN=POLE4 PE=1 SV=2	0.5988185263454119	-0.26875379019485085	POLE4	0.8300362271806854
sp|Q9NR45|SIAS_HUMAN Sialic acid synthase OS=Homo sapiens OX=9606 GN=NANS PE=1 SV=2	0.4301251111034361	-0.2332790918683982	NANS	0.8506991443562757
sp|Q9NR46|SHLB2_HUMAN Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2 PE=1 SV=1	0.5119617805902106	-0.23187044988763594	SH3GLB2	0.8515301694218005
sp|Q9NR50|EI2BG_HUMAN Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1	0.181228390576478	-0.06682489449892581	EIF2B3	0.9547368872321458
sp|Q9NR56|MBNL1_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=2	0.15235685948234193	0.10293588031275647	MBNL1	1.073956739217529
sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens OX=9606 GN=POLE3 PE=1 SV=1	0.06715855006297362	-0.033496519875359426	POLE3	0.9770494458818912
sp|Q9NRG0|CHRC1_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1	0.018784357786060836	-0.013112663028577762	CHRAC1	0.9909521747451102
sp|Q9NRG9|AAAS_HUMAN Aladin OS=Homo sapiens OX=9606 GN=AAAS PE=1 SV=1	0.014526805529710071	-0.005801917262794554	AAAS	0.9959864931413556
sp|Q9NRK6|ABCBA_HUMAN ATP-binding cassette sub-family B member 10, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB10 PE=1 SV=2	0.3931849877279787	-0.20982270334970587	ABCB10	0.864643483128017
sp|Q9NRL2|BAZ1A_HUMAN Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens OX=9606 GN=BAZ1A PE=1 SV=2	1.363445403834223	0.34935270011300823	BAZ1A	1.2739888932582746
sp|Q9NRL3|STRN4_HUMAN Striatin-4 OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=2	0.009764544923470696	0.013414808849215198	STRN4	1.009341801700245
sp|Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2	0.6909242304709439	-0.18601313595278904	AASDHPPT	0.8790315571623625
sp|Q9NRP0|OSTC_HUMAN Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1	0.18281439255332346	-0.007991760245920632	OSTC	0.9944758484688725
sp|Q9NRR4|RNC_HUMAN Ribonuclease 3 OS=Homo sapiens OX=9606 GN=DROSHA PE=1 SV=2	0.4844093579974583	-0.13840852530689407	DROSHA	0.9085208158485899
sp|Q9NRV9|HEBP1_HUMAN Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1	0.3862741859555442	-0.16047764671364917	HEBP1	0.8947287955473392
sp|Q9NRW7|VPS45_HUMAN Vacuolar protein sorting-associated protein 45 OS=Homo sapiens OX=9606 GN=VPS45 PE=1 SV=1	0.15265018749505063	0.13772054606781314	VPS45	1.1001654836949437
sp|Q9NRX1|PNO1_HUMAN RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1	0.5878994096802279	0.2492348492794525	PNO1	1.1885765718847658
sp|Q9NRX2|RM17_HUMAN 39S ribosomal protein L17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL17 PE=1 SV=1	1.3145039251516129	0.5048662256059977	MRPL17	1.4189917735995676
sp|Q9NRX5|SERC1_HUMAN Serine incorporator 1 OS=Homo sapiens OX=9606 GN=SERINC1 PE=1 SV=1	0.3594997738416994	-0.1106034622641936	SERINC1	0.9262005621173334
sp|Q9NRY4|RHG35_HUMAN Rho GTPase-activating protein 35 OS=Homo sapiens OX=9606 GN=ARHGAP35 PE=1 SV=3	0.5506514208359852	-0.31735555561518125	ARHGAP35	0.8025395765588936
sp|Q9NRZ9|HELLS_HUMAN Lymphoid-specific helicase OS=Homo sapiens OX=9606 GN=HELLS PE=1 SV=1	0.5104335684557426	-0.23342210644935313	HELLS	0.8506148185991372
sp|Q9NS69|TOM22_HUMAN Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens OX=9606 GN=TOMM22 PE=1 SV=3	0.04371027604047411	-0.021756556958389295	TOMM22	0.9850326451111682
sp|Q9NS86|LANC2_HUMAN LanC-like protein 2 OS=Homo sapiens OX=9606 GN=LANCL2 PE=1 SV=1	1.394870010387022	-0.44947096480749926	LANCL2	0.7323113367619791
sp|Q9NS91|RAD18_HUMAN E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=2	0.0007111635361341054	0.0005851369824778629	RAD18	1.0004056683107887
sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3	0.0009516758904509923	-0.0007220234603185771	FARSB	0.9994996566876654
sp|Q9NSE4|SYIM_HUMAN Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=IARS2 PE=1 SV=2	0.3756843365657506	-0.0816973215362013	IARS2	0.944945270403823
sp|Q9NSI2|F207A_HUMAN Protein FAM207A OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=2	0.22176509136440717	0.15671935687081626	FAM207A	1.1147493487952616
sp|Q9NSK0|KLC4_HUMAN Kinesin light chain 4 OS=Homo sapiens OX=9606 GN=KLC4 PE=1 SV=3	0.5780713644448798	-0.1353014663309048	KLC4	0.9104795594148373
sp|Q9NSV4|DIAP3_HUMAN Protein diaphanous homolog 3 OS=Homo sapiens OX=9606 GN=DIAPH3 PE=1 SV=4	1.0241953513940478	0.29815552420703884	DIAPH3	1.229571409341494
sp|Q9NT62|ATG3_HUMAN Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1	0.29968949660834665	-0.1873012299041728	ATG3	0.8782470740383393
sp|Q9NT68|TEN2_HUMAN Teneurin-2 OS=Homo sapiens OX=9606 GN=TENM2 PE=1 SV=3	0.9552490104729137	-0.4458611287155889	TENM2	0.7341459822155921
sp|Q9NTI5|PDS5B_HUMAN Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1	0.1741967963625351	-0.05458745852577494	PDS5B	0.9628697382278895
sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2	2.372892347724203	-0.2774561301211447	SMC4	0.8250445168190675
sp|Q9NTJ4|MA2C1_HUMAN Alpha-mannosidase 2C1 OS=Homo sapiens OX=9606 GN=MAN2C1 PE=1 SV=1	0.28572375796156024	-0.0525511630706037	MAN2C1	0.9642297426473538
sp|Q9NTJ5|SAC1_HUMAN Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2	1.1998505958340546	-0.2903170988087894	SACM1L	0.8177223065932188
sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2	0.7149424652636509	-0.12583671768197746	OLA1	0.9164723639367516
sp|Q9NTX5|ECHD1_HUMAN Ethylmalonyl-CoA decarboxylase OS=Homo sapiens OX=9606 GN=ECHDC1 PE=1 SV=2	0.4198039746708231	0.18043272188699122	ECHDC1	1.1332237334028985
sp|Q9NTZ6|RBM12_HUMAN RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1	0.7514308323719496	-0.25503696770574985	RBM12	0.837965662309588
sp|Q9NU22|MDN1_HUMAN Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2	1.4801314880076744	-0.2618547474455579	MDN1	0.8340150093955907
sp|Q9NUD5|ZCHC3_HUMAN Zinc finger CCHC domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ZCCHC3 PE=1 SV=2	0.007305050835337415	0.006867927196973711	ZCCHC3	1.0047718334805422
sp|Q9NUG6|PDRG1_HUMAN p53 and DNA damage-regulated protein 1 OS=Homo sapiens OX=9606 GN=PDRG1 PE=1 SV=2	0.15265018749505063	0.015378886654832696	PDRG1	1.0107168503554744
sp|Q9NUI1|DECR2_HUMAN Peroxisomal 2,4-dienoyl-CoA reductase OS=Homo sapiens OX=9606 GN=DECR2 PE=1 SV=1	0.09827942196240273	0.05530246540689765	DECR2	1.0390769261037756
sp|Q9NUJ1|ABHDA_HUMAN Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens OX=9606 GN=ABHD10 PE=1 SV=1	0.0647444463275023	0.030070516165058847	ABHD10	1.0210620320402228
sp|Q9NUL3|STAU2_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2	0.35101552599890135	-0.18672827533068204	STAU2	0.8785959319720814
sp|Q9NUP9|LIN7C_HUMAN Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1	0.654898320876071	-0.16803467159541263	LIN7C	0.8900543427479114
sp|Q9NUQ3|TXLNG_HUMAN Gamma-taxilin OS=Homo sapiens OX=9606 GN=TXLNG PE=1 SV=2	0.09057029283277913	0.06393487177439328	TXLNG	1.0453129101131484
sp|Q9NUQ6|SPS2L_HUMAN SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2	1.443950422639195	0.5268984035853109	SPATS2L	1.4408282803101504
sp|Q9NUQ7|UFSP2_HUMAN Ufm1-specific protease 2 OS=Homo sapiens OX=9606 GN=UFSP2 PE=1 SV=3	0.039515953857602454	-0.04465412012852654	UFSP2	0.9695222278183884
sp|Q9NUQ8|ABCF3_HUMAN ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2	0.16703182836637703	-0.12364637949972024	ABCF3	0.9178648335568624
sp|Q9NUQ9|FA49B_HUMAN Protein FAM49B OS=Homo sapiens OX=9606 GN=FAM49B PE=1 SV=1	0.010009052695950862	-0.006631811120957676	FAM49B	0.9954137280315143
sp|Q9NUU7|DD19A_HUMAN ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1	0.01760765968002284	-0.011376058872472505	DDX19A	0.9921457241577587
sp|Q9NV06|DCA13_HUMAN DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=2	0.018117446329917384	0.018305141047591858	DCAF13	1.0127689930953527
sp|Q9NV31|IMP3_HUMAN U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens OX=9606 GN=IMP3 PE=1 SV=1	0.40455338979265976	0.21454649962096622	IMP3	1.1603391131422114
sp|Q9NV56|MRGBP_HUMAN MRG/MORF4L-binding protein OS=Homo sapiens OX=9606 GN=MRGBP PE=1 SV=1	0.5294901447280624	-0.15976563226668394	MRGBP	0.8951704807550067
sp|Q9NV70|EXOC1_HUMAN Exocyst complex component 1 OS=Homo sapiens OX=9606 GN=EXOC1 PE=1 SV=4	0.06849424002072281	0.04304135427148292	EXOC1	1.0302834858573984
sp|Q9NV96|CC50A_HUMAN Cell cycle control protein 50A OS=Homo sapiens OX=9606 GN=TMEM30A PE=1 SV=1	0.12348358310038071	0.13485965472218106	TMEM30A	1.0979859965866796
sp|Q9NVA1|UQCC1_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens OX=9606 GN=UQCC1 PE=1 SV=3	0.09574940383753731	-0.07010168071438955	UQCC1	0.9525708587691595
sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3	0.3184699003042945	-0.0851399309286095	SEPTIN11	0.9426930971081038
sp|Q9NVD7|PARVA_HUMAN Alpha-parvin OS=Homo sapiens OX=9606 GN=PARVA PE=1 SV=1	0.026877114383709422	-0.01723989326550579	PARVA	0.9881213316997218
sp|Q9NVF7|FBX28_HUMAN F-box only protein 28 OS=Homo sapiens OX=9606 GN=FBXO28 PE=1 SV=1	0.08053847991919784	-0.07424057226034475	FBXO28	0.9498419816334885
sp|Q9NVH1|DJC11_HUMAN DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2	1.2361661243179418	0.4624481622059106	DNAJC11	1.3778780071972987
sp|Q9NVH2|INT7_HUMAN Integrator complex subunit 7 OS=Homo sapiens OX=9606 GN=INTS7 PE=1 SV=1	0.7587220887322005	-0.24633410137229128	INTS7	0.8430358561981284
sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens OX=9606 GN=FANCI PE=1 SV=4	0.009438115350574925	-0.013657435965186204	FANCI	0.9905780540895596
sp|Q9NVI7|ATD3A_HUMAN ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2	0.15207130301324495	0.03363276323997211	ATAD3A	1.0235863142633947
sp|Q9NVJ2|ARL8B_HUMAN ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1	0.016752103360937874	0.01712514287057626	ARL8B	1.0119409754370992
sp|Q9NVM1|EVA1B_HUMAN Protein eva-1 homolog B OS=Homo sapiens OX=9606 GN=EVA1B PE=1 SV=1	0.11425342808295813	0.07808006319239401	EVA1B	1.0556122978250602
sp|Q9NVP1|DDX18_HUMAN ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2	0.11255845072380653	-0.02212799715293179	DDX18	0.9847790685681835
sp|Q9NVS2|RT18A_HUMAN 39S ribosomal protein S18a, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18A PE=1 SV=1	0.016739212805006787	-0.012668477573339755	MRPS18A	0.9912573219161138
sp|Q9NVS9|PNPO_HUMAN Pyridoxine-5'-phosphate oxidase OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1	0.02480813416570439	-0.02324200686080924	PNPO	0.9840189425796242
sp|Q9NVU7|SDA1_HUMAN Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3	0.7246266748023068	0.2664266379704531	SDAD1	1.2028248991836217
sp|Q9NVV4|PAPD1_HUMAN Poly(A) RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=MTPAP PE=1 SV=1	0.7681456561612283	0.28168245665261227	MTPAP	1.2156116924038503
sp|Q9NVX2|NLE1_HUMAN Notchless protein homolog 1 OS=Homo sapiens OX=9606 GN=NLE1 PE=1 SV=4	0.043264832132193884	-0.01878155512550217	NLE1	0.9870659906244746
sp|Q9NW13|RBM28_HUMAN RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3	0.9225337456685656	0.2390257666659651	RBM28	1.1801954215466206
sp|Q9NW15|ANO10_HUMAN Anoctamin-10 OS=Homo sapiens OX=9606 GN=ANO10 PE=1 SV=2	5.871373864268593	2.1436452161016986	ANO10	4.418771152602289
sp|Q9NW64|RBM22_HUMAN Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1	0.7681456561612283	0.36365658696989706	RBM22	1.2866829342783708
sp|Q9NW82|WDR70_HUMAN WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1	0.013064712536993364	-0.013102218519859488	WDR70	0.9909593488503785
sp|Q9NWA0|MED9_HUMAN Mediator of RNA polymerase II transcription subunit 9 OS=Homo sapiens OX=9606 GN=MED9 PE=1 SV=1	0.5854189886585791	-0.061837739468685066	MED9	0.9580429636673824
sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2	0.21191353965910123	0.04565713893195049	SLTM	1.0321532118376562
sp|Q9NWK9|BCD1_HUMAN Box C/D snoRNA protein 1 OS=Homo sapiens OX=9606 GN=ZNHIT6 PE=1 SV=1	0.21786263680995868	0.11005854526216496	ZNHIT6	1.0792720329966041
sp|Q9NWM8|FKB14_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Homo sapiens OX=9606 GN=FKBP14 PE=1 SV=1	0.5945113695302686	0.21762690481236388	FKBP14	1.1628192861073559
sp|Q9NWS0|PIHD1_HUMAN PIH1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PIH1D1 PE=1 SV=1	0.015012154762476507	-0.015546191619814631	PIH1D1	0.9892820520479828
sp|Q9NWT1|PK1IP_HUMAN p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2	0.012610445349643866	-0.014245845601420726	PAK1IP1	0.9901741247698335
sp|Q9NWU1|OXSM_HUMAN 3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Homo sapiens OX=9606 GN=OXSM PE=1 SV=1	0.19086337970408446	0.14422157283229442	OXSM	1.1051342011331113
sp|Q9NWU2|GID8_HUMAN Glucose-induced degradation protein 8 homolog OS=Homo sapiens OX=9606 GN=GID8 PE=1 SV=1	0.08499672145001029	0.0568139947165644	GID8	1.0401661502555446
sp|Q9NWU5|RM22_HUMAN 39S ribosomal protein L22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL22 PE=1 SV=1	0.0714675436465902	-0.06741153541156908	MRPL22	0.9543487429295666
sp|Q9NWV4|CZIB_HUMAN CXXC motif containing zinc binding protein OS=Homo sapiens OX=9606 GN=CZIB PE=1 SV=1	0.15235685948234193	0.10172564430949968	CZIB	1.0730562050995585
sp|Q9NWV8|BABA1_HUMAN BRISC and BRCA1-A complex member 1 OS=Homo sapiens OX=9606 GN=BABAM1 PE=1 SV=1	0.5289937842878971	-0.13358699720311662	BABAM1	0.9115621977708532
sp|Q9NWW5|CLN6_HUMAN Ceroid-lipofuscinosis neuronal protein 6 OS=Homo sapiens OX=9606 GN=CLN6 PE=1 SV=1	0.3569538614543548	-0.16804966369349994	CLN6	0.8900450935910909
sp|Q9NWX6|THG1_HUMAN Probable tRNA(His) guanylyltransferase OS=Homo sapiens OX=9606 GN=THG1L PE=1 SV=2	0.6147854374769763	-0.22163274797930121	THG1L	0.8575943178047776
sp|Q9NX08|COMD8_HUMAN COMM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=COMMD8 PE=1 SV=1	0.09106064687299313	0.049357437918829294	COMMD8	1.034803929767421
sp|Q9NX14|NDUBB_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1	0.0035550185734763407	0.003498096576606935	NDUFB11	1.002427637731512
sp|Q9NX18|SDHF2_HUMAN Succinate dehydrogenase assembly factor 2, mitochondrial OS=Homo sapiens OX=9606 GN=SDHAF2 PE=1 SV=1	0.0740080343674783	-0.07144140815431818	SDHAF2	0.951686685112015
sp|Q9NX20|RM16_HUMAN 39S ribosomal protein L16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL16 PE=1 SV=1	0.19034646179330944	-0.09067797886511542	MRPL16	0.9390813344294967
sp|Q9NX24|NHP2_HUMAN H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens OX=9606 GN=NHP2 PE=1 SV=1	0.3633053942231521	0.18900065728353632	NHP2	1.1399737920588247
sp|Q9NX40|OCAD1_HUMAN OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1	0.02301161961968493	0.011633010867022398	OCIAD1	1.0080959853567446
sp|Q9NX46|ARHL2_HUMAN ADP-ribose glycohydrolase ARH3 OS=Homo sapiens OX=9606 GN=ADPRHL2 PE=1 SV=1	0.5132098299497724	0.2634147942418884	ADPRHL2	1.20031643989836
sp|Q9NX47|MARH5_HUMAN E3 ubiquitin-protein ligase MARCH5 OS=Homo sapiens OX=9606 GN=MARCH5 PE=1 SV=1	0.6726598879853029	0.3225943414099532	MARCH5	1.2505773919348926
sp|Q9NX55|HYPK_HUMAN Huntingtin-interacting protein K OS=Homo sapiens OX=9606 GN=HYPK PE=1 SV=2	0.22489508197788274	-0.15034197273700883	HYPK	0.9010368578269041
sp|Q9NX58|LYAR_HUMAN Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2	0.1209323728507069	-0.03737576874493964	LYAR	0.9744257959246672
sp|Q9NX62|IMPA3_HUMAN Inositol monophosphatase 3 OS=Homo sapiens OX=9606 GN=IMPAD1 PE=1 SV=1	0.12302166317582668	0.13329281789623498	IMPAD1	1.0967941778146482
sp|Q9NX63|MIC19_HUMAN MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1	0.015419751317102043	-0.011102189064412293	CHCHD3	0.9923340831272168
sp|Q9NX70|MED29_HUMAN Mediator of RNA polymerase II transcription subunit 29 OS=Homo sapiens OX=9606 GN=MED29 PE=1 SV=1	0.24989124220443282	0.07713585615077467	MED29	1.0549216525778196
sp|Q9NXE4|NSMA3_HUMAN Sphingomyelin phosphodiesterase 4 OS=Homo sapiens OX=9606 GN=SMPD4 PE=1 SV=3	0.0950003050372686	0.08416499282396384	SMPD4	1.0600740110987044
