Protein	log2(fold_change)	-log10(fdr_BH)	Gene
sp|Q9HA92|RSAD1_HUMAN	-0.3141384704836888	1.2962662741527826	RSAD1
sp|Q9BXW7|HDHD5_HUMAN	-0.8769368512537181	1.295511419560998	HDHD5
sp|P00387|NB5R3_HUMAN	-0.7030698660277224	1.292974094505953	CYB5R3
sp|P51659|DHB4_HUMAN	-0.3854561849132325	1.2874135632976358	HSD17B4
sp|P30084|ECHM_HUMAN	-0.4835333199808043	1.2844084083631218	ECHS1
sp|Q9NTJ5|SAC1_HUMAN	-0.4059735734539962	1.28061728518948	SACM1L
sp|P36542|ATPG_HUMAN	0.4828925416788901	1.28061728518948	ATP5F1C
sp|Q5VV52|ZN691_HUMAN	-0.429791099651034	1.2797832985027748	ZNF691
sp|O95232|LC7L3_HUMAN	-1.0640084347941312	1.2793212377374468	LUC7L3
sp|P14618|KPYM_HUMAN	-0.4953927766895595	1.274279246439139	PKM
sp|Q9H910|JUPI2_HUMAN	0.396486934867064	1.2697144228630224	JPT2
sp|P45974|UBP5_HUMAN	-0.5134275137826859	1.2691863032434425	USP5
sp|Q9Y3C1|NOP16_HUMAN	-0.4951659639561733	1.2691863032434425	NOP16
sp|Q9UNM6|PSD13_HUMAN	-0.28087895851251	1.2680849714439686	PSMD13
sp|P43686|PRS6B_HUMAN	-0.3037603983623922	1.267553294264625	PSMC4
sp|P16989|YBOX3_HUMAN	-0.8167606837632326	1.2675411399567955	YBX3
sp|Q14651|PLSI_HUMAN	-0.4424102336397714	1.263597150441882	PLS1
sp|Q16637|SMN_HUMAN	0.0660997644228119	1.2616473803294126	SMN1
sp|P07951|TPM2_HUMAN	-0.3207276155852931	1.2616473803294126	TPM2
sp|P51858|HDGF_HUMAN	-0.331329561065308	1.2616473803294126	HDGF
sp|Q6DT37|MRCKG_HUMAN	-0.4690356882575057	1.2616473803294126	CDC42BPG
sp|Q9P0M6|H2AW_HUMAN	-0.3122200784821047	1.2616473803294126	H2AFY2
sp|Q14847|LASP1_HUMAN	-0.5492859852847457	1.2608133108320825	LASP1
sp|Q15813|TBCE_HUMAN	0.887489055474966	1.2563793876822305	TBCE
sp|P08240|SRPRA_HUMAN	0.9535367482855646	1.2563793876822305	SRPRA
sp|Q9NVM6|DJC17_HUMAN	-1.212489087779673	1.2524477192235377	DNAJC17
sp|P60660|MYL6_HUMAN	0.172103397979638	1.2524477192235377	MYL6
sp|P05186|PPBT_HUMAN	0.3211384911840474	1.2524477192235377	ALPL
sp|O15127|SCAM2_HUMAN	-0.4998197740302961	1.252423953361902	SCAMP2
sp|O95777|LSM8_HUMAN	0.7231506928363568	1.250606464851182	LSM8
sp|Q9H444|CHM4B_HUMAN	0.5876891923943781	1.2505631445891694	CHMP4B
sp|Q9Y3F4|STRAP_HUMAN	-0.2969329128393884	1.2505631445891694	STRAP
sp|O00178|GTPB1_HUMAN	-0.3951602001544312	1.2496573049971562	GTPBP1
sp|P35232|PHB_HUMAN	0.2659513193853718	1.2491035899911038	PHB
sp|Q9H2U1|DHX36_HUMAN	-0.8230972354504481	1.2464650070309364	DHX36
sp|Q8NCW5|NNRE_HUMAN	-0.4886987273770394	1.2410279136929032	NAXE
sp|Q9Y2U8|MAN1_HUMAN	-0.3501874554653238	1.2331796381687905	LEMD3
sp|P11532|DMD_HUMAN	-0.4420696217241044	1.2310042326318575	DMD
sp|O14967|CLGN_HUMAN	-1.582207113024432	1.2305472131701851	CLGN
sp|P01241|SOMA_HUMAN	0.6575575118802957	1.2305472131701851	GH1
sp|Q9Y426|C2CD2_HUMAN	-0.8724048819498491	1.2305472131701851	C2CD2
sp|Q7L2H7|EIF3M_HUMAN	-0.5199465378910699	1.2285955919346585	EIF3M
sp|Q13084|RM28_HUMAN	-0.4404565812132588	1.2274411074492095	MRPL28
sp|P13861|KAP2_HUMAN	-0.4303558810484746	1.227002698683841	PRKAR2A
sp|A8K7I4|CLCA1_HUMAN	-0.4621997475303217	1.2266002439213484	CLCA1
sp|P53041|PPP5_HUMAN	-0.7160531633280289	1.2263918021046418	PPP5C
sp|Q8N442|GUF1_HUMAN	0.3938158618837227	1.2252646498722886	GUF1
sp|Q71UM5|RS27L_HUMAN	-0.4482167363902101	1.223819730545839	RPS27L
sp|Q53H12|AGK_HUMAN	-0.7574387546860024	1.2236700044211613	AGK
sp|O95302|FKBP9_HUMAN	0.6483332933482673	1.2187960092384955	FKBP9
sp|Q6ZSZ6|TSH1_HUMAN	-0.6112349956287966	1.218052327876359	TSHZ1
sp|Q04912|RON_HUMAN	0.864067676928215	1.2166521238384955	MST1R
sp|P40925|MDHC_HUMAN	0.0528319886668883	1.2163442787503695	MDH1
sp|Q8IWA0|WDR75_HUMAN	-0.6919261293129711	1.2140285926341774	WDR75
sp|P06396|GELS_HUMAN	-1.7682968282995395	1.213030181356913	GSN
sp|Q9Y4W6|AFG32_HUMAN	-0.4623100985108652	1.2094599719648975	AFG3L2
sp|O95983|MBD3_HUMAN	-0.8861738848781522	1.206264305717003	MBD3
sp|P20908|CO5A1_HUMAN	-0.5272138375835956	1.2059753574462666	COL5A1
sp|P02786|TFR1_HUMAN	-0.3471229215670153	1.205514315761704	TFRC
sp|O95478|NSA2_HUMAN	1.2431425347821004	1.205514315761704	NSA2
sp|Q9UBT2|SAE2_HUMAN	-0.3053960039016675	1.2019400214576077	UBA2
sp|O95373|IPO7_HUMAN	-0.4206833935090229	1.201833574620755	IPO7
sp|Q12765|SCRN1_HUMAN	-0.3597955418857874	1.2014086802692674	SCRN1
sp|P51688|SPHM_HUMAN	-0.575589137564344	1.2011683185373447	SGSH
sp|Q8IY81|SPB1_HUMAN	-0.2451376968147963	1.2011683185373447	FTSJ3
sp|Q9P2K5|MYEF2_HUMAN	-0.3933036925583111	1.196397471553001	MYEF2
sp|Q96KR1|ZFR_HUMAN	-0.7875642940961252	1.1937510419260966	ZFR
sp|Q9UIJ7|KAD3_HUMAN	0.3502882129635782	1.1914276211642296	AK3
sp|P43246|MSH2_HUMAN	-0.5317944969858108	1.1885273291062417	MSH2
sp|Q8NBS9|TXND5_HUMAN	-0.239897922534424	1.1853598245800951	TXNDC5
sp|Q9P275|UBP36_HUMAN	0.3009608424791726	1.1853598245800951	USP36
sp|Q4G0F5|VP26B_HUMAN	-0.4945400043445874	1.1773964194132105	VPS26B
sp|Q9Y520|PRC2C_HUMAN	-0.2699203424413965	1.1741196330910284	PRRC2C
sp|Q68EM7|RHG17_HUMAN	-0.4540795611284496	1.1735899021285336	ARHGAP17
sp|Q9NY61|AATF_HUMAN	-0.4855347378441703	1.1735899021285336	AATF
sp|A5PKW4|PSD1_HUMAN	0.776390747728894	1.169844527869182	PSD
sp|O00567|NOP56_HUMAN	-0.4639900817670145	1.1693361214311249	NOP56
sp|P61106|RAB14_HUMAN	0.8726878340274438	1.1677697728791447	RAB14
sp|P69849|NOMO3_HUMAN;sp|Q5JPE7|NOMO2_HUMAN	-0.2428183666503495	1.1649764451875853	NOMO3
sp|P21796|VDAC1_HUMAN	0.465154563549061	1.1643007167661663	VDAC1
sp|P62266|RS23_HUMAN	-0.7333176889797365	1.164077034493019	RPS23
sp|Q9UQ16|DYN3_HUMAN	-0.4664643021781018	1.1600216256905125	DNM3
sp|Q9BT78|CSN4_HUMAN	-0.7479502989227349	1.159223483679826	COPS4
sp|P50336|PPOX_HUMAN	-0.3250623611591516	1.1539803734412888	PPOX
sp|Q14240|IF4A2_HUMAN	0.6663906937929513	1.1484697157163115	EIF4A2
sp|P04179|SODM_HUMAN	0.3818641835253148	1.1484697157163115	SOD2
sp|O43865|SAHH2_HUMAN	-0.3434915822525043	1.1484697157163115	AHCYL1
sp|Q6X784|ZPBP2_HUMAN	-0.3013360673252359	1.1466022773600266	ZPBP2
sp|P15311|EZRI_HUMAN	0.1331721577545331	1.1466022773600266	EZR
sp|Q7L576|CYFP1_HUMAN	-0.5527805391040814	1.144868221969039	CYFIP1
sp|Q14DG7|T132B_HUMAN	0.3511366980202131	1.1430043416854747	TMEM132B
sp|P62854|RS26_HUMAN	-0.4693686090316962	1.1412950046969708	RPS26
sp|Q9UII2|ATIF1_HUMAN	-0.6197264024302411	1.1394266189048186	ATP5IF1
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN	-0.5771507664369413	1.1359725632583837	NACA
sp|P07237|PDIA1_HUMAN	-0.4125848717155801	1.1343972364342163	P4HB
sp|P51610|HCFC1_HUMAN	-0.366848209613747	1.1343972364342163	HCFC1
sp|Q15075|EEA1_HUMAN	-0.3866706775263542	1.1343972364342163	EEA1
sp|Q9P2K2|TXD16_HUMAN	1.573362113763704	1.1343972364342163	TXNDC16
sp|Q9Y2A7|NCKP1_HUMAN	-0.6149516857915391	1.1343972364342163	NCKAP1
sp|Q0VF49|K2012_HUMAN	-0.584296290716255	1.1343972364342163	KIAA2012
sp|Q5HY92|FIGN_HUMAN	-0.4482401244468595	1.1343972364342163	FIGN
sp|P62987|RL40_HUMAN	-0.3288753269980016	1.1314076771827537	UBA52
sp|P62979|RS27A_HUMAN	-0.3305382877132111	1.1314076771827537	RPS27A
sp|P51398|RT29_HUMAN	-0.4473295116392472	1.1254702710373827	DAP3
sp|P23284|PPIB_HUMAN	-0.5446103983650805	1.124883790923552	PPIB
sp|Q5VW36|FOCAD_HUMAN	0.6079367401695227	1.1238394175888662	FOCAD
sp|Q9UHD1|CHRD1_HUMAN	-0.597279159066674	1.1162185605471209	CHORDC1
sp|P15170|ERF3A_HUMAN	-0.3979844136846964	1.1162185605471209	GSPT1
sp|P15927|RFA2_HUMAN	-1.4791833623664044	1.1162185605471209	RPA2
sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN	0.3578636430853273	1.1162185605471209	GATD3B
sp|Q16658|FSCN1_HUMAN	0.4582220092196148	1.1139391599727022	FSCN1
sp|P60953|CDC42_HUMAN	-0.4424341745383932	1.1130331234671933	CDC42
sp|P17844|DDX5_HUMAN	-0.2091751408593628	1.1113173583327225	DDX5
sp|Q9H845|ACAD9_HUMAN	-0.2962202817001141	1.1047065025674496	ACAD9
sp|Q96PK6|RBM14_HUMAN	-0.3809324507576936	1.1032229352248657	RBM14
sp|Q9NVH1|DJC11_HUMAN	-0.6218561569525352	1.102430416046311	DNAJC11
sp|O95671|ASML_HUMAN	0.284847489229347	1.0997951769450054	ASMTL
sp|Q9Y262|EIF3L_HUMAN	-0.6419533974189636	1.0995549609579467	EIF3L
sp|Q6P158|DHX57_HUMAN	-0.616193907769109	1.0989622891311552	DHX57
sp|O95049|ZO3_HUMAN	-0.4353850766049124	1.0989622891311552	TJP3
sp|P49773|HINT1_HUMAN	-0.0903275868861832	1.0888684679792688	HINT1
sp|Q7Z5L9|I2BP2_HUMAN	-0.7848545158678985	1.0888684679792688	IRF2BP2
sp|Q5U5X0|LYRM7_HUMAN	-0.3929629200223001	1.0885584720176191	LYRM7
sp|P15121|ALDR_HUMAN	0.6891951999798499	1.0883767520763454	AKR1B1
sp|O75494|SRS10_HUMAN	-0.4452495298280404	1.0829266555933823	SRSF10
sp|P07737|PROF1_HUMAN	-0.4817296536617581	1.0802341017634562	PFN1
sp|Q9UNF0|PACN2_HUMAN	-0.3683629311406611	1.0773352652292592	PACSIN2
sp|P35499|SCN4A_HUMAN	-0.2344409151815618	1.0754930405621363	SCN4A
sp|Q13618|CUL3_HUMAN	-0.3348918869459087	1.0746517774375608	CUL3
sp|Q9GZV4|IF5A2_HUMAN	-0.3875744778967164	1.0731567293601574	EIF5A2
sp|P42574|CASP3_HUMAN	-1.5966117750660924	1.068992924798522	CASP3
sp|Q14690|RRP5_HUMAN	-0.6270451259088895	1.0680264743439558	PDCD11
sp|Q9BQ15|SOSB1_HUMAN	0.1038934360497113	1.060427063264469	NABP2
sp|Q10471|GALT2_HUMAN	-1.1791853898161222	1.060427063264469	GALNT2
sp|O14579|COPE_HUMAN	-0.608483124110512	1.0566918603476512	COPE
sp|P36507|MP2K2_HUMAN	-0.4405228174969606	1.056283401896519	MAP2K2
sp|Q96P16|RPR1A_HUMAN	-0.5647597481179503	1.0547108998334516	RPRD1A
sp|O15371|EIF3D_HUMAN	-0.5067749240779993	1.0521861633300322	EIF3D
sp|O43707|ACTN4_HUMAN	-0.3280551146493178	1.044721083433041	ACTN4
sp|Q14669|TRIPC_HUMAN	0.5504337548605781	1.044721083433041	TRIP12
sp|O75477|ERLN1_HUMAN	-0.2872736610936801	1.0410754807718572	ERLIN1
sp|Q96DI7|SNR40_HUMAN	0.7390152471043148	1.0408945613201996	SNRNP40
sp|Q9Y3A2|UTP11_HUMAN	0.7972706567861203	1.0365251138472615	UTP11
sp|C9JLW8|MCRI1_HUMAN	-0.2941758724687416	1.033463540078402	MCRIP1
sp|O95402|MED26_HUMAN	-0.8279517089754656	1.0328020181230055	MED26
sp|O00232|PSD12_HUMAN	-0.6092970555685732	1.0328020181230055	PSMD12
sp|P08708|RS17_HUMAN	-0.7500263800825169	1.0265921309093378	RPS17
sp|Q9Y3P9|RBGP1_HUMAN	-0.3659315195217277	1.0265921309093378	RABGAP1
sp|P14406|CX7A2_HUMAN	0.233599815234447	1.0186386498246645	COX7A2
sp|P30046|DOPD_HUMAN	-0.5931721500371411	1.0186386498246645	DDT
sp|P07919|QCR6_HUMAN	0.3197420632743752	1.016992211341755	UQCRH
sp|Q9HAV4|XPO5_HUMAN	-0.4927802032776772	1.0146603335803908	XPO5
sp|Q9NWM0|SMOX_HUMAN	-0.5799572709794469	1.0097941673600883	SMOX
sp|Q16795|NDUA9_HUMAN	-0.6117541064092513	1.0073076268645675	NDUFA9
sp|P29144|TPP2_HUMAN	-0.6094380899982071	1.006618118837174	TPP2
sp|P63165|SUMO1_HUMAN	-0.4082585049532327	0.9946380237598362	SUMO1
sp|Q96T37|RBM15_HUMAN	0.7391410954036672	0.991799786203883	RBM15
sp|Q9Y5L4|TIM13_HUMAN	-0.2542809070726939	0.99162855136341	TIMM13
sp|P23381|SYWC_HUMAN	-0.552988503692296	0.9860080578223333	WARS
sp|Q8N8N7|PTGR2_HUMAN	-0.6744788573710162	0.9857326793878516	PTGR2
sp|Q7Z7H5|TMED4_HUMAN	-0.5908312284783543	0.9855817677548162	TMED4
sp|Q9UQ80|PA2G4_HUMAN	-0.3387351237700128	0.9855817677548162	PA2G4
sp|O60885|BRD4_HUMAN	-0.6160706458478442	0.985068183178122	BRD4
sp|P78417|GSTO1_HUMAN	0.5090922425717445	0.9846408202699232	GSTO1
sp|P17948|VGFR1_HUMAN	-0.3444162197144314	0.9846408202699232	FLT1
sp|P82970|HMGN5_HUMAN	-0.6407442351124932	0.9836075705588982	HMGN5
sp|Q96P70|IPO9_HUMAN	-0.4004883345807851	0.980226785214759	IPO9
sp|Q99417|MYCBP_HUMAN	-0.2360176979336434	0.979181249216794	MYCBP
sp|P29084|T2EB_HUMAN	-0.3185957114311397	0.979181249216794	GTF2E2
sp|Q13825|AUHM_HUMAN	-0.9219191271237624	0.979181249216794	AUH
sp|P55795|HNRH2_HUMAN	-0.3891546209207314	0.9790887752839066	HNRNPH2
sp|O43242|PSMD3_HUMAN	-0.1278048865346172	0.9737758703435828	PSMD3
sp|P61421|VA0D1_HUMAN	0.5898126475587578	0.9716364137600572	ATP6V0D1
sp|Q99536|VAT1_HUMAN	-0.6115657755309978	0.9680840866375516	VAT1
sp|O15347|HMGB3_HUMAN	-0.5126576852585365	0.9680840866375516	HMGB3
sp|P51116|FXR2_HUMAN	-0.2184311817798354	0.9680840866375516	FXR2
sp|P49753|ACOT2_HUMAN;sp|Q86TX2|ACOT1_HUMAN	0.3007720468341738	0.9675739675781436	ACOT2
sp|Q7Z4V5|HDGR2_HUMAN	-0.3353459013645927	0.967188151161292	HDGFL2
sp|P07108|ACBP_HUMAN	-0.5425550825553247	0.9670313351547992	DBI
sp|Q6NXE6|ARMC6_HUMAN	-2.39113036677116	0.9636793036835276	ARMC6
sp|Q53EL6|PDCD4_HUMAN	-0.2518889927323537	0.962470350189661	PDCD4
sp|Q8NI60|COQ8A_HUMAN	-0.2389342005614626	0.9581685121049578	COQ8A
sp|Q9Y678|COPG1_HUMAN	0.21949038944068	0.9525729373884456	COPG1
sp|P39059|COFA1_HUMAN	-0.3799027258899715	0.9518714765656724	COL15A1
sp|Q8TDN6|BRX1_HUMAN	1.0275837224375362	0.9479974478059648	BRIX1
sp|O00746|NDKM_HUMAN	0.4010374444822788	0.9396732349145832	NME4
sp|Q8IVS2|FABD_HUMAN	-0.4549274941140728	0.9396732349145832	MCAT
sp|P62899|RL31_HUMAN	-0.3728389966004092	0.9396732349145832	RPL31
sp|O14818|PSA7_HUMAN	-0.2378222308558333	0.9342330100033552	PSMA7
sp|O00505|IMA4_HUMAN	-0.6323703382028676	0.9320477108115408	KPNA3
sp|P52272|HNRPM_HUMAN	-0.2031326299741611	0.9320477108115408	HNRNPM
sp|Q16401|PSMD5_HUMAN	-0.2251422753193351	0.9320477108115408	PSMD5
sp|Q96RP9|EFGM_HUMAN	-0.4852796665652539	0.9320477108115408	GFM1
sp|P37198|NUP62_HUMAN	-0.8196613527976553	0.9292850709451536	NUP62
sp|P08559|ODPA_HUMAN	-0.3557969788346036	0.9285212570990716	PDHA1
sp|P54725|RD23A_HUMAN	-0.3919354128603888	0.92104313752548	RAD23A
sp|P49902|5NTC_HUMAN	-0.3774837935536575	0.9186863581754928	NT5C2
sp|P43487|RANG_HUMAN	-0.5625052415779493	0.9155486780899224	RANBP1
sp|Q9Y639|NPTN_HUMAN	0.4886648747166912	0.9120258026391496	NPTN
sp|P36551|HEM6_HUMAN	-0.2822869517063917	0.9099467756541484	CPOX
sp|P11441|UBL4A_HUMAN	-1.256884356820058	0.906068537801183	UBL4A
sp|O95793|STAU1_HUMAN	-0.2799837142186785	0.904849687748012	STAU1
sp|Q01469|FABP5_HUMAN	-0.4553726051741781	0.9032007898717036	FABP5
sp|Q9UNP9|PPIE_HUMAN	0.5189213007064655	0.8946875132158902	PPIE
sp|Q13601|KRR1_HUMAN	0.934468441496664	0.8946875132158902	KRR1
sp|P09234|RU1C_HUMAN	-0.5759486949882275	0.8941661477565473	SNRPC
sp|P11047|LAMC1_HUMAN	0.3855669652812522	0.8898106569644963	LAMC1
sp|O00754|MA2B1_HUMAN	-0.1761205178481279	0.8893724426517886	MAN2B1
sp|Q8WXI9|P66B_HUMAN	-0.4171479858774927	0.8874485897293463	GATAD2B
sp|P55036|PSMD4_HUMAN	0.4353921456428815	0.886164886333758	PSMD4
sp|P54709|AT1B3_HUMAN	-0.4235888713998354	0.8850202227870325	ATP1B3
sp|Q9Y285|SYFA_HUMAN	-0.3979767671861323	0.8843889152932151	FARSA
sp|P04062|GLCM_HUMAN	-0.7746172921316479	0.8808084232717207	GBA
sp|P32969|RL9_HUMAN	-0.5059332779880624	0.8791010729084063	RPL9
sp|P55809|SCOT1_HUMAN	-0.6642696039126539	0.878753139107324	OXCT1
sp|P35475|IDUA_HUMAN	-0.278739122596106	0.8780785609221684	IDUA
sp|O75489|NDUS3_HUMAN	0.3055013851626932	0.875249674728085	NDUFS3
sp|O95816|BAG2_HUMAN	-0.425378611268024	0.8742573190597714	BAG2
sp|Q13510|ASAH1_HUMAN	0.1775977146083217	0.8742573190597714	ASAH1
sp|Q5VU43|MYOME_HUMAN	0.2822562596420004	0.872312315145233	PDE4DIP
sp|Q9NQR4|NIT2_HUMAN	0.4159897546941046	0.8684724023799529	NIT2
sp|A8K0Z3|WASH1_HUMAN	-0.3811280611210433	0.8684724023799529	WASHC1
sp|O15027|SC16A_HUMAN	0.3577681956282228	0.8684494576931939	SEC16A
sp|Q10567|AP1B1_HUMAN	-0.5850428413857189	0.8661145840414509	AP1B1
sp|P25325|THTM_HUMAN	-0.429615594984902	0.8657720459454631	MPST
sp|P00367|DHE3_HUMAN	-0.3088886093525985	0.8619494237092585	GLUD1
sp|O60493|SNX3_HUMAN	-0.0354126194594711	0.8582400131018741	SNX3
sp|O43692|PI15_HUMAN	-0.45181948792254	0.8575728452238323	PI15
sp|P12821|ACE_HUMAN	-0.4663029351757262	0.8572718139532239	ACE
sp|Q05519|SRS11_HUMAN	-0.3423815546560184	0.8562676678814585	SRSF11
sp|Q49A17|GLTL6_HUMAN	-0.1989414498176217	0.8553966343213157	GALNTL6
sp|Q96Q15|SMG1_HUMAN	-0.0115575169837436	0.8552978256352243	SMG1
sp|P28066|PSA5_HUMAN	-0.4569027566188349	0.8522016782551375	PSMA5
sp|P63241|IF5A1_HUMAN	-0.7059061175864733	0.8496618098958401	EIF5A
sp|Q15773|MLF2_HUMAN	1.2813554411247003	0.848889221038644	MLF2
sp|A5YKK6|CNOT1_HUMAN	-0.5302086797440108	0.848889221038644	CNOT1
sp|P51553|IDH3G_HUMAN	-0.3913610378263911	0.8456445998387611	IDH3G
sp|Q06587|RING1_HUMAN	-0.4406265457710047	0.8401707503335172	RING1
sp|Q9C0C7|AMRA1_HUMAN	-0.6693427275536534	0.8344648944886865	AMBRA1
sp|P52789|HXK2_HUMAN	-0.5242128336732561	0.8320114911850175	HK2
sp|Q8TC27|ADA32_HUMAN	0.4359953088324019	0.8318209811371363	ADAM32
sp|Q13347|EIF3I_HUMAN	-0.3875822782834457	0.8318077464564159	EIF3I
sp|Q9NR50|EI2BG_HUMAN	0.3192908835561827	0.830916423073033	EIF2B3
sp|Q14919|NC2A_HUMAN	0.859257975753664	0.8308196272271691	DRAP1
sp|Q14126|DSG2_HUMAN	0.1249693830063011	0.8303581170161177	DSG2
sp|O75333|TBX10_HUMAN	-1.036853251669536	0.8294424709872418	TBX10
sp|P09669|COX6C_HUMAN	0.3710483819626943	0.8292601996069203	COX6C
sp|O60762|DPM1_HUMAN	-0.3112187038162409	0.8272318604947009	DPM1
sp|P63267|ACTH_HUMAN	-0.2542326907401904	0.827187893341386	ACTG2
sp|P15531|NDKA_HUMAN	0.4295751840192799	0.827187893341386	NME1
sp|Q96FV9|THOC1_HUMAN	0.4688605116386307	0.827187893341386	THOC1
sp|P26196|DDX6_HUMAN	-0.3707061862133606	0.827187893341386	DDX6
sp|Q6NUI6|CHADL_HUMAN	0.566567021375098	0.8244228513455498	CHADL
sp|Q93063|EXT2_HUMAN	-0.946990364060566	0.8244228513455498	EXT2
sp|P35998|PRS7_HUMAN	-0.2865366069383071	0.8238408385317174	PSMC2
sp|O00299|CLIC1_HUMAN	-0.4788327128103958	0.8235636044982773	CLIC1
sp|Q92878|RAD50_HUMAN	-0.281464718875705	0.8224436924522059	RAD50
sp|Q92552|RT27_HUMAN	0.233297329188463	0.8224436924522059	MRPS27
sp|Q71RC2|LARP4_HUMAN	-0.3337218191578953	0.8206031417139277	LARP4
sp|Q9UDY4|DNJB4_HUMAN	-0.3573509935442417	0.8195703268929608	DNAJB4
sp|O94901|SUN1_HUMAN	-0.4007128386821844	0.813524387024774	SUN1
sp|O60684|IMA7_HUMAN	1.17912824784577	0.8130359879492199	KPNA6
sp|P61086|UBE2K_HUMAN	-0.8692657855652325	0.8124144718555235	UBE2K
sp|O95433|AHSA1_HUMAN	0.3513216168755723	0.8124144718555235	AHSA1
sp|P35250|RFC2_HUMAN	0.2746567361178238	0.8124108079201875	RFC2
sp|P28072|PSB6_HUMAN	0.4326581654934595	0.8106408876718547	PSMB6
sp|Q92769|HDAC2_HUMAN	-0.4066580778013452	0.8106408876718547	HDAC2
sp|P52198|RND2_HUMAN	-0.3564258373023637	0.8075299008579666	RND2
sp|Q15417|CNN3_HUMAN	-0.1070237589367991	0.8065346391277091	CNN3
sp|P09211|GSTP1_HUMAN	0.3146304702209767	0.8039584111593764	GSTP1
sp|Q8N6T3|ARFG1_HUMAN	-0.5071387352178658	0.8024993434915315	ARFGAP1
sp|P20674|COX5A_HUMAN	0.3311715824719763	0.8024993434915315	COX5A
sp|Q8NBJ7|SUMF2_HUMAN	-0.2098065876667353	0.8017908498009171	SUMF2
sp|Q00765|REEP5_HUMAN	-0.291048895451455	0.8013626585582713	REEP5
sp|Q92541|RTF1_HUMAN	-0.6255840965281896	0.7992474619072142	RTF1
sp|Q9BSC4|NOL10_HUMAN	-0.3321981128198367	0.7992474619072142	NOL10
sp|P50991|TCPD_HUMAN	-0.2436807502520594	0.7989331106281267	CCT4
sp|Q16740|CLPP_HUMAN	-0.3203024915232287	0.7956504734950329	CLPP
sp|A6NEW6|F90AG_HUMAN	-1.017260661908904	0.7942269050733708	FAM90A16P
sp|P46459|NSF_HUMAN	-0.5895782781928272	0.7942269050733708	NSF
sp|Q8N8A6|DDX51_HUMAN	-0.6953026897829895	0.7930745434627753	DDX51
sp|P05198|IF2A_HUMAN	-0.2996348879379522	0.79284381236583	EIF2S1
sp|P36405|ARL3_HUMAN	-0.0223162073886185	0.791829397424808	ARL3
sp|P36957|ODO2_HUMAN	0.4520609299042349	0.7899036151554306	DLST
sp|P14174|MIF_HUMAN	0.7898606671838077	0.7898517934081953	MIF
sp|O75396|SC22B_HUMAN	-0.3878341754401881	0.7890052906389804	SEC22B
sp|A1L0T0|ILVBL_HUMAN	-0.5957520114670827	0.7867904516857432	ILVBL
sp|Q9Y383|LC7L2_HUMAN	-0.3411424247061783	0.7846884426732609	LUC7L2
sp|Q99470|SDF2_HUMAN	0.72127523006786	0.7837588215422471	SDF2
sp|P50552|VASP_HUMAN	0.9793190782343446	0.7827127238890769	VASP
sp|P25685|DNJB1_HUMAN	0.3590241540264405	0.7803027162459224	DNAJB1
sp|Q5JTV8|TOIP1_HUMAN	-0.9337627301851515	0.7776483075654327	TOR1AIP1
sp|Q9H9J2|RM44_HUMAN	-0.5181799452322142	0.7774330042906673	MRPL44
sp|Q14CN4|K2C72_HUMAN	-0.6063230229103607	0.7774330042906673	KRT72
sp|Q01851|PO4F1_HUMAN	-0.4462436383675993	0.7759060454639874	POU4F1
sp|O15533|TPSN_HUMAN	0.0452034663008461	0.7756925080514572	TAPBP
sp|Q14697|GANAB_HUMAN	-0.0033637495391171	0.7753238175711339	GANAB
sp|Q9UL46|PSME2_HUMAN	0.8113362910503755	0.7753238175711339	PSME2
sp|Q92973|TNPO1_HUMAN	-0.4051700532724442	0.7753238175711339	TNPO1
sp|Q8IVF4|DYH10_HUMAN	-0.2911196995954427	0.7753238175711339	DNAH10
sp|P62256|UBE2H_HUMAN	-0.4548203756182473	0.7753238175711339	UBE2H
sp|P09001|RM03_HUMAN	-0.308880815376239	0.7696557812246838	MRPL3
sp|P50213|IDH3A_HUMAN	-0.0216279350212915	0.7624712435589658	IDH3A
sp|O60256|KPRB_HUMAN	-0.4001682840280184	0.7620171708715218	PRPSAP2
sp|Q9Y3D9|RT23_HUMAN	-0.6853964690003772	0.7585501249464252	MRPS23
sp|O15212|PFD6_HUMAN	0.3456773392558073	0.7540881534330685	PFDN6
sp|P09543|CN37_HUMAN	-0.6675012368156645	0.7539816688518448	CNP
sp|Q9NQW7|XPP1_HUMAN	-0.1273454142726449	0.7538717311183911	XPNPEP1
sp|P50583|AP4A_HUMAN	-0.294494646822849	0.7473329313316379	NUDT2
sp|P30622|CLIP1_HUMAN	0.2616562619169486	0.7462975915537781	CLIP1
sp|Q9UBB4|ATX10_HUMAN	-0.8647045881247002	0.7448847752280799	ATXN10
sp|P62140|PP1B_HUMAN	-0.3519217140150361	0.7443273753223777	PPP1CB
sp|P10644|KAP0_HUMAN	-0.4386590517313944	0.7434245090391929	PRKAR1A
sp|Q7Z478|DHX29_HUMAN	0.8138483728274616	0.7404634962999008	DHX29
sp|Q9Y5M8|SRPRB_HUMAN	-0.2116170101734694	0.7381269909185986	SRPRB
sp|Q9Y696|CLIC4_HUMAN	-0.4769424935342097	0.7377167489713796	CLIC4
sp|P82909|RT36_HUMAN	-0.567819886932276	0.7372594433685654	MRPS36
